City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
230,Pisco,PE,2020-03-01 16:41:33,-13.7,-76.22,77.0,30,71,8.05,haze,0.0,0.0
231,Giovinazzo,IT,2020-03-01 16:41:33,41.19,16.67,64.0,72,100,11.41,overcast clouds,0.0,0.0
232,Dwarka,IN,2020-03-01 16:41:33,22.24,68.97,75.51,76,0,11.07,clear sky,0.0,0.0
233,Tommot,RU,2020-03-01 16:41:33,58.96,126.29,-3.39,99,100,0.31,light snow,0.0,0.13
234,Ankazoabo,MG,2020-03-01 16:41:33,-22.28,44.52,66.15,78,5,11.63,clear sky,0.0,0.0
235,Okato,NZ,2020-03-01 16:41:34,-39.2,173.88,63.0,68,100,3.0,overcast clouds,0.0,0.0
236,La Ronge,CA,2020-03-01 16:41:34,55.1,-105.28,5.0,77,90,16.11,light snow,0.0,0.0
237,Nuuk,GL,2020-03-01 16:41:34,64.18,-51.72,8.6,55,0,12.75,clear sky,0.0,0.0
238,Kahului,US,2020-03-01 16:41:34,20.89,-156.47,68.0,82,75,13.87,broken clouds,0.0,0.0
239,Salamiyah,SY,2020-03-01 16:41:34,35.01,37.05,47.05,84,8,15.01,clear sky,0.0,0.0
240,Honolulu,US,2020-03-01 16:39:52,21.31,-157.86,71.6,68,20,16.11,few clouds,0.0,0.0
241,Kupang,ID,2020-03-01 16:41:35,-10.17,123.58,84.45,76,100,18.75,moderate rain,4.75,0.0
242,Paamiut,GL,2020-03-01 16:41:35,61.99,-49.67,2.57,65,0,8.86,clear sky,0.0,0.0
243,Avera,US,2020-03-01 16:41:35,33.19,-82.53,60.01,34,1,4.7,clear sky,0.0,0.0
244,Iskateley,RU,2020-03-01 16:41:35,67.68,53.15,15.57,93,100,16.78,light snow,0.0,0.31
245,Kodinsk,RU,2020-03-01 16:41:36,58.69,99.18,0.9,97,12,0.45,few clouds,0.0,0.0
246,Talaya,RU,2020-03-01 16:41:36,61.38,152.75,-12.55,100,80,2.48,broken clouds,0.0,0.0
247,Cap Malheureux,MU,2020-03-01 16:41:36,-19.98,57.61,80.6,88,40,2.24,scattered clouds,0.0,0.0
248,Kieta,PG,2020-03-01 16:41:36,-6.22,155.63,83.28,72,30,2.8,light rain,0.31,0.0
249,Tilichiki,RU,2020-03-01 16:41:36,60.47,166.1,-9.54,87,0,7.05,clear sky,0.0,0.0
250,Palamos,ES,2020-03-01 16:41:37,41.85,3.13,66.2,34,20,18.34,few clouds,0.0,0.0
251,Port Lincoln,AU,2020-03-01 16:41:37,-34.73,135.87,60.87,77,96,21.9,light rain,0.13,0.0
252,Safranbolu,TR,2020-03-01 16:41:37,41.25,32.69,33.73,78,22,3.49,few clouds,0.0,0.0
253,Veraval,IN,2020-03-01 16:41:37,20.9,70.37,67.35,89,0,8.16,clear sky,0.0,0.0
254,Moba,CN,2020-03-01 16:41:37,33.23,105.02,39.33,65,78,3.24,broken clouds,0.0,0.0
255,North Bend,US,2020-03-01 16:41:38,43.41,-124.22,39.0,100,90,5.82,fog,0.0,0.0
256,Chardara,KZ,2020-03-01 16:41:38,41.25,67.97,58.1,50,0,9.73,clear sky,0.0,0.0
257,Shimoda,JP,2020-03-01 16:41:38,34.67,138.95,53.6,81,75,2.24,light rain,0.0,0.0
258,Sladkovo,RU,2020-03-01 16:41:39,55.53,70.34,25.05,92,100,4.45,overcast clouds,0.0,0.0
259,Colquechaca,BO,2020-03-01 16:41:39,-18.67,-66.02,57.18,59,72,8.34,broken clouds,0.0,0.0
260,Kiskore,HU,2020-03-01 16:41:39,47.5,20.5,51.8,62,100,9.17,light rain,0.38,0.0
261,Maningrida,AU,2020-03-01 16:41:39,-12.07,134.27,84.16,78,100,8.79,light rain,0.94,0.0
262,Pleasanton,US,2020-03-01 16:41:40,37.66,-121.87,51.01,75,58,6.55,light rain,0.31,0.0
263,Biloela,AU,2020-03-01 16:41:40,-24.42,150.5,67.33,88,0,3.24,clear sky,0.0,0.0
264,Coruripe,BR,2020-03-01 16:41:40,-10.13,-36.18,84.06,59,5,11.25,clear sky,0.0,0.0
265,Soyo,AO,2020-03-01 16:41:40,-6.13,12.37,86.0,70,20,8.05,few clouds,0.0,0.0
266,Verkhnyaya Khava,RU,2020-03-01 16:41:40,51.84,39.94,41.0,56,86,13.42,overcast clouds,0.0,0.0
267,Zinder,NE,2020-03-01 16:41:41,13.81,8.99,96.8,7,6,4.7,dust,0.0,0.0
268,Khandyga,RU,2020-03-01 16:38:26,62.67,135.6,-8.9,90,0,1.21,clear sky,0.0,0.0
269,Mazagao,BR,2020-03-01 16:41:41,-0.12,-51.29,78.8,100,90,9.17,light rain,0.0,0.0
270,Taksimo,RU,2020-03-01 16:41:41,56.34,114.88,0.84,85,95,2.89,overcast clouds,0.0,0.0
271,Bengkulu,ID,2020-03-01 16:41:42,-3.8,102.27,73.06,93,100,3.53,light rain,0.81,0.0
272,Sena Madureira,BR,2020-03-01 16:41:42,-9.07,-68.66,75.76,79,100,5.01,light rain,0.5,0.0
273,Guerrero Negro,MX,2020-03-01 16:41:42,27.98,-114.06,63.57,64,100,12.86,overcast clouds,0.0,0.0
274,Brasilia De Minas,BR,2020-03-01 16:41:42,-16.21,-44.43,77.34,77,100,4.94,overcast clouds,0.0,0.0
275,Tanete,ID,2020-03-01 16:41:43,-3.94,119.78,76.21,95,100,1.72,overcast clouds,0.0,0.0
276,Aklavik,CA,2020-03-01 16:41:43,68.22,-135.01,-16.6,74,75,5.82,broken clouds,0.0,0.0
277,Oksfjord,NO,2020-03-01 16:41:43,70.24,22.35,26.6,78,100,11.41,light snow,0.0,0.31
278,Ararangua,BR,2020-03-01 16:41:43,-28.93,-49.49,78.01,55,0,11.12,clear sky,0.0,0.0
279,Alofi,NU,2020-03-01 16:41:43,-19.06,-169.92,77.0,94,26,4.7,light rain,0.13,0.0
280,Anchorage,US,2020-03-01 16:41:44,61.22,-149.9,19.99,92,90,6.93,light snow,0.0,0.0
281,Sao Filipe,CV,2020-03-01 16:41:44,14.9,-24.5,74.71,55,4,17.25,clear sky,0.0,0.0
282,Lompoc,US,2020-03-01 16:41:44,34.64,-120.46,55.0,75,20,3.36,few clouds,0.0,0.0
283,Porto Santo,PT,2020-03-01 16:41:44,33.07,-16.34,68.0,82,40,11.41,scattered clouds,0.0,0.0
284,Maues,BR,2020-03-01 16:41:45,-3.38,-57.72,90.91,51,95,3.85,overcast clouds,0.0,0.0
285,Inhambane,MZ,2020-03-01 16:41:45,-23.86,35.38,74.32,69,1,12.88,clear sky,0.0,0.0
286,Bairiki,KI,2020-03-01 16:41:45,1.33,172.98,80.6,88,90,10.29,shower rain,0.0,0.0
287,Kamenka,RU,2020-03-01 16:41:45,51.32,42.77,37.0,72,32,1.01,scattered clouds,0.0,0.0
288,Abu Kamal,SY,2020-03-01 16:41:46,34.45,40.92,56.95,64,44,20.27,scattered clouds,0.0,0.0
289,Hasaki,JP,2020-03-01 16:41:46,35.73,140.83,50.0,71,75,12.75,broken clouds,0.0,0.0
290,Kaitangata,NZ,2020-03-01 16:41:46,-46.28,169.85,57.99,88,67,1.01,broken clouds,0.0,0.0
291,Arraial Do Cabo,BR,2020-03-01 16:41:46,-22.97,-42.03,73.4,94,90,13.87,light intensity drizzle,0.0,0.0
292,Hami,CN,2020-03-01 16:41:46,42.8,93.45,32.94,47,0,2.95,clear sky,0.0,0.0
293,Honningsvag,NO,2020-03-01 16:41:47,70.98,25.97,19.4,73,100,13.87,light snow,0.0,0.12
294,Saint Anthony,US,2020-03-01 16:41:47,45.02,-93.22,46.0,84,1,6.93,clear sky,0.0,0.0
295,Ancud,CL,2020-03-01 16:41:47,-41.87,-73.82,71.6,53,0,6.93,clear sky,0.0,0.0
296,Mar Del Plata,AR,2020-03-01 16:37:23,-38.0,-57.56,80.6,74,0,12.75,clear sky,0.0,0.0
297,Atherton,GB,2020-03-01 16:41:47,53.52,-2.49,46.99,52,69,19.46,light rain,0.31,0.0
298,Grindavik,IS,2020-03-01 16:41:48,63.84,-22.43,37.4,74,90,21.92,shower rain,0.0,0.0
299,Banda Aceh,ID,2020-03-01 16:41:48,5.56,95.32,74.16,91,78,5.3,broken clouds,0.0,0.0
300,Grand Gaube,MU,2020-03-01 16:41:48,-20.01,57.66,80.6,88,40,2.24,scattered clouds,0.0,0.0
301,Constitucion,CL,2020-03-01 16:41:48,-35.33,-72.42,66.36,68,12,7.92,few clouds,0.0,0.0
302,Chongqing,CN,2020-03-01 16:41:48,29.56,106.55,62.01,72,100,6.71,light rain,0.63,0.0
303,Kropotkin,RU,2020-03-01 16:41:49,45.44,40.58,37.67,76,45,7.9,scattered clouds,0.0,0.0
304,Geraldton,AU,2020-03-01 16:41:49,-28.77,114.6,78.8,54,88,21.92,overcast clouds,0.0,0.0
305,Mehamn,NO,2020-03-01 16:41:49,71.04,27.85,19.4,73,87,13.87,overcast clouds,0.0,0.0
306,Gisborne,NZ,2020-03-01 16:41:49,-38.65,178.0,63.0,90,84,1.01,broken clouds,0.0,0.0
307,Fougamou,GA,2020-03-01 16:41:50,-1.22,10.58,78.55,90,87,3.38,light rain,1.94,0.0
308,Okakarara,NA,2020-03-01 16:41:50,-20.58,17.43,66.69,90,85,6.71,light rain,1.25,0.0
309,Gat,IL,2020-03-01 16:41:00,31.61,34.76,60.8,67,40,11.41,scattered clouds,0.0,0.0
310,Diego De Almagro,CL,2020-03-01 16:41:50,-26.37,-70.05,88.34,20,0,15.57,clear sky,0.0,0.0
311,Clyde River,CA,2020-03-01 16:41:51,70.47,-68.59,-25.6,74,20,4.7,few clouds,0.0,0.0
312,Rutul,RU,2020-03-01 16:41:51,41.54,47.42,46.4,70,20,9.17,few clouds,0.0,0.0
313,Nambucca Heads,AU,2020-03-01 16:41:51,-30.65,153.0,75.2,73,1,6.93,clear sky,0.0,0.0
314,Rio Grande,BR,2020-03-01 16:41:51,-32.03,-52.1,86.0,51,20,12.75,few clouds,0.0,0.0
315,Acari,PE,2020-03-01 16:41:51,-15.43,-74.62,76.69,62,29,10.27,scattered clouds,0.0,0.0
316,Tabas,IR,2020-03-01 16:41:52,33.6,56.92,62.6,29,0,4.7,clear sky,0.0,0.0
317,Panacan,PH,2020-03-01 16:41:52,9.25,118.41,80.17,77,0,18.77,clear sky,0.0,0.0
318,Camocim,BR,2020-03-01 16:41:52,-2.9,-40.84,83.64,78,72,6.71,moderate rain,3.38,0.0
319,Cherskiy,RU,2020-03-01 16:41:52,68.75,161.3,-9.42,91,15,9.78,few clouds,0.0,0.0
320,Calama,CL,2020-03-01 16:41:52,-22.47,-68.93,75.2,29,0,9.17,clear sky,0.0,0.0
321,Mayo,US,2020-03-01 16:41:53,38.89,-76.51,44.01,32,1,13.87,clear sky,0.0,0.0
322,Erzin,TR,2020-03-01 16:41:53,36.96,36.2,59.0,58,40,6.93,scattered clouds,0.0,0.0
323,Awjilah,LY,2020-03-01 16:41:53,29.11,21.29,65.41,30,0,7.92,clear sky,0.0,0.0
324,Martapura,ID,2020-03-01 16:41:53,-3.42,114.85,75.34,95,100,1.41,overcast clouds,0.0,0.0
325,Muisne,EC,2020-03-01 16:41:53,0.6,-80.03,80.6,88,75,6.93,broken clouds,0.0,0.0
326,Kosa,RU,2020-03-01 16:41:54,59.94,55.0,20.16,90,94,8.99,overcast clouds,0.0,0.0
327,Ambulu,ID,2020-03-01 16:41:54,-8.35,113.61,79.75,82,100,4.83,overcast clouds,0.0,0.0
328,Katobu,ID,2020-03-01 16:41:54,-4.94,122.53,75.09,96,100,2.64,moderate rain,5.38,0.0
329,Kenai,US,2020-03-01 16:41:54,60.55,-151.26,23.0,85,90,3.36,mist,0.0,0.0
330,Pitkyaranta,RU,2020-03-01 16:41:54,61.57,31.48,34.99,94,100,20.76,moderate rain,4.12,0.0
331,Norman Wells,CA,2020-03-01 16:41:55,65.28,-126.83,-13.0,75,75,4.7,broken clouds,0.0,0.0
332,Taltal,CL,2020-03-01 16:41:55,-25.4,-70.48,68.23,69,4,8.34,clear sky,0.0,0.0
333,Ono,JP,2020-03-01 16:40:32,34.85,134.93,48.99,76,90,8.05,light rain,0.0,0.0
334,Santa Rosa,PH,2020-03-01 16:41:55,14.31,121.11,78.8,69,20,5.82,few clouds,0.0,0.0
335,Srandakan,ID,2020-03-01 16:41:55,-7.94,110.25,75.4,89,100,3.47,overcast clouds,0.0,0.0
336,Ballina,AU,2020-03-01 16:41:56,-28.87,153.57,69.8,94,20,3.36,few clouds,0.0,0.0
337,Bandiagara,ML,2020-03-01 16:41:56,14.35,-3.61,87.28,5,3,8.05,clear sky,0.0,0.0
338,Chignahuapan,MX,2020-03-01 16:41:56,19.83,-98.03,78.42,25,0,5.32,clear sky,0.0,0.0
339,Boa Vista,BR,2020-03-01 16:41:56,2.82,-60.67,93.2,38,40,13.87,scattered clouds,0.0,0.0
340,Praia,CV,2020-03-01 16:41:57,14.92,-23.51,82.4,37,36,23.04,scattered clouds,0.0,0.0
341,Sao Geraldo Do Araguaia,BR,2020-03-01 16:41:57,-6.4,-48.55,85.32,74,100,2.91,light rain,1.31,0.0
342,Kuchera,IN,2020-03-01 16:41:57,26.98,73.97,70.56,37,13,11.81,few clouds,0.0,0.0
343,Kyra,RU,2020-03-01 16:41:57,49.58,111.98,4.01,86,60,4.74,broken clouds,0.0,0.0
344,Salvador,SV,2020-03-01 16:41:58,13.83,-88.92,87.8,38,78,12.75,smoke,0.0,0.0
345,Berezovyy,RU,2020-03-01 16:38:47,51.67,135.7,3.76,97,17,1.32,few clouds,0.0,0.0
346,Broome,US,2020-03-01 16:41:58,42.25,-75.83,34.0,62,75,14.99,broken clouds,0.0,0.0
347,Sao Francisco Do Sul,BR,2020-03-01 16:41:58,-26.24,-48.64,78.01,92,69,4.0,moderate rain,5.0,0.0
348,Miri,MY,2020-03-01 16:38:05,4.41,114.01,78.8,94,75,3.36,broken clouds,0.0,0.0
349,Talcahuano,CL,2020-03-01 16:41:59,-36.72,-73.12,59.0,93,90,8.05,overcast clouds,0.0,0.0
350,Luena,AO,2020-03-01 16:41:59,-11.78,19.92,69.44,69,92,2.84,overcast clouds,0.0,0.0
351,Ostrovnoy,RU,2020-03-01 16:41:59,68.05,39.51,7.09,77,97,7.07,overcast clouds,0.0,0.0
352,Bardiyah,LY,2020-03-01 16:41:59,31.76,25.09,58.44,66,0,7.85,clear sky,0.0,0.0
353,Toledo,ES,2020-03-01 16:42:00,39.83,-4.0,57.2,82,75,23.04,broken clouds,0.0,0.0
354,Saint-Pierre,RE,2020-03-01 16:42:00,-21.34,55.48,80.6,83,75,3.36,broken clouds,0.0,0.0
355,Salaga,GH,2020-03-01 16:42:00,8.55,-0.52,98.33,13,0,6.55,clear sky,0.0,0.0
356,Tuxtla,MX,2020-03-01 16:41:05,16.75,-93.12,71.6,60,5,8.05,clear sky,0.0,0.0
357,Lebedyn,UA,2020-03-01 16:42:00,50.59,34.48,39.92,62,93,15.84,overcast clouds,0.0,0.0
358,Haimen,CN,2020-03-01 16:42:01,23.19,116.61,68.0,94,75,11.18,mist,0.0,0.0
359,Opalenica,PL,2020-03-01 16:42:01,52.31,16.41,51.01,81,75,5.82,broken clouds,0.0,0.0
360,Catalao,BR,2020-03-01 16:42:01,-18.17,-47.95,77.32,78,71,3.78,light rain,0.63,0.0
361,Kimberley,ZA,2020-03-01 16:39:36,-28.73,24.76,69.8,73,100,8.05,light rain,1.06,0.0
362,Saint-Augustin,CA,2020-03-01 16:42:02,51.23,-58.65,18.37,89,40,12.12,scattered clouds,0.0,0.0
363,Pandan,PH,2020-03-01 16:42:02,14.05,124.17,77.04,76,0,8.5,clear sky,0.0,0.0
364,Iranshahr,IR,2020-03-01 16:42:02,27.2,60.68,77.0,20,0,9.17,clear sky,0.0,0.0
365,Ranong,TH,2020-03-01 16:40:05,9.97,98.63,76.78,83,2,4.18,clear sky,0.0,0.0
366,Morgan City,US,2020-03-01 16:42:03,29.7,-91.21,69.01,49,1,11.41,clear sky,0.0,0.0
367,Abu Samrah,SY,2020-03-01 16:42:03,35.3,37.18,48.67,80,1,15.35,clear sky,0.0,0.0
368,Mapiripan,CO,2020-03-01 16:42:03,2.89,-72.13,96.84,33,39,4.92,scattered clouds,0.0,0.0
369,Challapata,BO,2020-03-01 16:42:03,-18.9,-66.77,49.59,64,100,2.98,overcast clouds,0.0,0.0
370,Tuatapere,NZ,2020-03-01 16:42:04,-46.13,167.68,52.0,92,38,3.22,scattered clouds,0.0,0.0
371,Nuevitas,CU,2020-03-01 16:42:04,21.55,-77.26,73.4,49,40,23.04,scattered clouds,0.0,0.0
372,Durham,US,2020-03-01 16:39:05,36.03,-78.87,53.01,26,1,3.36,clear sky,0.0,0.0
373,Arman,RU,2020-03-01 16:42:04,59.7,150.17,9.72,77,0,5.46,clear sky,0.0,0.0
374,Monte Patria,CL,2020-03-01 16:42:04,-30.69,-70.95,81.37,33,0,9.78,clear sky,0.0,0.0
375,Guarda,PT,2020-03-01 16:41:21,40.54,-7.27,57.99,91,63,12.3,light rain,0.19,0.0
376,Lodwar,KE,2020-03-01 16:42:05,3.12,35.6,95.23,25,60,11.18,broken clouds,0.0,0.0
377,Calabozo,VE,2020-03-01 16:42:05,8.92,-67.43,99.57,28,39,5.64,scattered clouds,0.0,0.0
378,Padang,ID,2020-03-01 16:42:05,-0.95,100.35,69.17,88,100,5.23,overcast clouds,0.0,0.0
379,Nagato,JP,2020-03-01 16:42:06,34.38,131.2,48.2,87,75,1.12,broken clouds,0.0,0.0
380,Sobolevo,RU,2020-03-01 16:42:06,54.43,31.9,34.99,94,100,11.68,light snow,0.0,0.19
381,Singaraja,ID,2020-03-01 16:42:06,-8.11,115.09,82.78,75,100,4.56,overcast clouds,0.0,0.0
382,Mount Isa,AU,2020-03-01 16:42:06,-20.73,139.5,82.4,65,98,6.93,overcast clouds,0.0,0.0
383,Maniitsoq,GL,2020-03-01 16:42:07,65.42,-52.9,3.76,62,15,5.73,few clouds,0.0,0.0
384,Ulladulla,AU,2020-03-01 16:42:07,-35.35,150.47,71.6,73,44,6.93,scattered clouds,0.0,0.0
385,Sioux Lookout,CA,2020-03-01 16:39:05,50.1,-91.92,30.2,80,90,6.93,mist,0.0,0.0
386,Sitamau,IN,2020-03-01 16:42:07,24.02,75.35,69.37,24,0,7.87,clear sky,0.0,0.0
387,Asfi,MA,2020-03-01 16:42:07,32.3,-9.24,61.92,83,56,11.95,broken clouds,0.0,0.0
388,Baruni,IN,2020-03-01 16:42:07,25.48,85.98,70.36,46,0,3.44,clear sky,0.0,0.0
389,Tankhoy,RU,2020-03-01 16:42:08,51.55,105.13,13.1,95,99,4.25,light snow,0.0,1.12
390,Quilmana,PE,2020-03-01 16:42:08,-12.95,-76.38,74.91,80,49,8.37,scattered clouds,0.0,0.0
391,Maromitsa,RU,2020-03-01 16:42:08,59.87,48.01,25.14,90,53,10.36,broken clouds,0.0,0.0
392,Huarmey,PE,2020-03-01 16:42:09,-10.07,-78.15,82.67,54,56,11.14,broken clouds,0.0,0.0
393,Santa Isabel Do Rio Negro,BR,2020-03-01 16:42:09,-0.41,-65.02,92.62,47,66,2.3,broken clouds,0.0,0.0
394,Chara,RU,2020-03-01 16:42:09,56.91,118.26,-0.13,90,97,1.79,overcast clouds,0.0,0.0
395,Brigantine,US,2020-03-01 16:42:09,39.41,-74.36,44.01,35,1,19.46,clear sky,0.0,0.0
396,Porbandar,IN,2020-03-01 16:42:10,21.64,69.61,76.3,74,0,11.65,clear sky,0.0,0.0
397,Praia Da Vitoria,PT,2020-03-01 16:42:10,38.73,-27.07,71.6,64,20,22.3,few clouds,0.0,0.0
398,Ipameri,BR,2020-03-01 16:42:10,-17.72,-48.16,73.96,88,94,3.51,light rain,1.0,0.0
399,Valparaiso,CL,2020-03-01 16:39:18,-33.04,-71.63,62.6,100,90,4.7,mist,0.0,0.0
400,Lagoa,PT,2020-03-01 16:42:11,39.05,-27.98,63.54,86,99,24.45,light rain,0.38,0.0
401,Zhanaozen,KZ,2020-03-01 16:41:04,43.3,52.8,39.81,81,99,17.81,overcast clouds,0.0,0.0
402,Killarney,IE,2020-03-01 16:42:11,52.05,-9.52,44.6,65,20,16.11,few clouds,0.0,0.0
403,Bulawayo,ZW,2020-03-01 16:42:11,-20.15,28.58,63.14,73,32,12.26,scattered clouds,0.0,0.0
404,Ellisras,ZA,2020-03-01 16:42:11,-23.66,27.74,72.77,49,81,8.77,broken clouds,0.0,0.0
405,Huanren,CN,2020-03-01 16:42:12,41.26,125.37,16.84,89,56,4.54,broken clouds,0.0,0.0
406,Matamoros,MX,2020-03-01 16:42:12,25.53,-103.25,71.6,17,75,4.7,broken clouds,0.0,0.0
407,Natal,BR,2020-03-01 16:39:00,-5.79,-35.21,84.2,74,75,12.75,shower rain,0.0,0.0
408,Gazli,UZ,2020-03-01 16:42:12,40.13,63.45,56.73,49,0,6.04,clear sky,0.0,0.0
409,Jiaonan,CN,2020-03-01 16:42:12,35.88,119.98,36.0,81,26,4.47,mist,0.0,0.0
410,Agadez,NE,2020-03-01 16:42:13,19.75,10.25,76.28,11,0,6.67,clear sky,0.0,0.0
411,Drezdenko,PL,2020-03-01 16:42:13,52.84,15.83,41.16,91,85,4.74,light rain,2.06,0.0
412,Grand Baie,MU,2020-03-01 16:42:13,-20.02,57.58,80.6,88,40,2.24,scattered clouds,0.0,0.0
413,Killybegs,IE,2020-03-01 16:42:13,54.63,-8.45,42.8,70,75,20.8,light rain,0.0,0.0
414,Kasongo-Lunda,CD,2020-03-01 16:42:13,-6.47,16.82,74.91,74,2,3.31,clear sky,0.0,0.0
415,Yining,CN,2020-03-01 16:42:14,29.04,114.56,46.36,92,0,3.76,clear sky,0.0,0.0
416,Ust-Nera,RU,2020-03-01 16:42:14,64.57,143.2,-21.66,95,75,2.8,broken clouds,0.0,0.0
417,Margate,GB,2020-03-01 16:42:14,51.38,1.39,50.0,49,71,18.34,moderate rain,0.0,0.0
418,Chau Doc,VN,2020-03-01 16:42:14,10.7,105.12,74.3,83,61,3.74,broken clouds,0.0,0.0
419,Rocha,UY,2020-03-01 16:42:14,-34.48,-54.33,87.57,31,0,13.02,clear sky,0.0,0.0
420,Great Falls,US,2020-03-01 16:42:15,47.5,-111.3,28.0,73,90,4.7,light snow,0.0,0.0
421,Abu Zabad,SD,2020-03-01 16:42:15,12.35,29.25,75.94,11,5,11.01,clear sky,0.0,0.0
422,Merano,IT,2020-03-01 16:38:07,46.67,11.16,53.6,87,75,2.24,broken clouds,0.0,0.0
423,Melgar,CO,2020-03-01 16:42:15,4.2,-74.64,75.2,88,75,4.7,broken clouds,0.0,0.0
424,Durban,ZA,2020-03-01 16:39:44,-29.86,31.03,75.0,69,40,13.87,scattered clouds,0.0,0.0
425,Rio Gallegos,AR,2020-03-01 16:42:16,-51.62,-69.22,73.4,38,20,10.29,few clouds,0.0,0.0
426,Garbolovo,RU,2020-03-01 16:42:16,60.34,30.5,36.0,100,75,15.66,broken clouds,0.0,0.0
427,Churapcha,RU,2020-03-01 16:42:16,62.0,132.43,-9.17,99,0,1.23,clear sky,0.0,0.0
428,Cubarral,CO,2020-03-01 16:42:16,3.79,-73.84,86.0,51,40,3.36,haze,0.0,0.0
429,Okhotsk,RU,2020-03-01 16:42:17,59.38,143.3,3.25,63,0,4.38,clear sky,0.0,0.0
430,Goundi,TD,2020-03-01 16:42:17,9.36,17.37,90.64,12,25,2.73,scattered clouds,0.0,0.0
431,Poronaysk,RU,2020-03-01 16:42:17,49.22,143.12,9.1,96,95,2.1,overcast clouds,0.0,0.0
432,Yenagoa,NG,2020-03-01 16:42:17,4.92,6.26,84.7,68,95,8.28,light rain,1.75,0.0
433,Riyadh,SA,2020-03-01 16:40:02,24.69,46.72,78.8,13,0,4.7,clear sky,0.0,0.0
434,Ngorongoro,TZ,2020-03-01 16:42:18,-3.24,35.49,66.38,85,100,0.2,light rain,2.94,0.0
435,Collie,AU,2020-03-01 16:42:18,-33.37,116.15,61.0,38,0,11.88,clear sky,0.0,0.0
436,Eirunepe,BR,2020-03-01 16:42:18,-6.66,-69.87,82.56,87,61,3.8,moderate rain,5.81,0.0
437,Baruun-Urt,MN,2020-03-01 16:42:18,46.68,113.28,14.13,95,100,4.12,light snow,0.0,0.25
438,Vaitape,PF,2020-03-01 16:42:18,-16.52,-151.75,81.75,80,97,26.46,light rain,1.0,0.0
439,Ambilobe,MG,2020-03-01 16:42:19,-13.2,49.05,77.05,93,30,5.41,light rain,0.25,0.0
440,Rudnya,RU,2020-03-01 16:42:19,54.95,31.09,37.4,93,90,13.42,overcast clouds,0.0,0.0
441,Shelton,US,2020-03-01 16:37:22,41.32,-73.09,36.0,29,1,14.99,clear sky,0.0,0.0
442,Concordia,AR,2020-03-01 16:42:19,-31.39,-58.02,90.0,46,20,4.7,few clouds,0.0,0.0
443,Cardston,CA,2020-03-01 16:42:19,49.2,-113.3,24.8,79,40,3.36,scattered clouds,0.0,0.0
444,Castelu,RO,2020-03-01 16:42:20,44.25,28.33,42.8,93,66,14.99,broken clouds,0.0,0.0
445,Sorland,NO,2020-03-01 16:42:20,67.67,12.69,30.2,63,20,25.28,few clouds,0.0,0.0
446,Amahai,ID,2020-03-01 16:42:20,-3.33,128.92,83.43,79,100,3.33,light rain,1.0,0.0
447,Shache,CN,2020-03-01 16:42:20,38.42,77.24,44.01,35,63,1.01,broken clouds,0.0,0.0
448,Shu,KZ,2020-03-01 16:42:21,43.6,73.76,47.07,46,1,5.19,clear sky,0.0,0.0
449,Sabla,NG,2020-03-01 16:42:21,12.75,4.71,90.63,12,18,7.07,few clouds,0.0,0.0
450,Kashi,CN,2020-03-01 16:42:21,39.45,75.98,46.4,31,43,6.71,scattered clouds,0.0,0.0
451,Esil,KZ,2020-03-01 16:41:05,51.96,66.4,22.48,90,99,4.25,overcast clouds,0.0,0.0
452,Tazovskiy,RU,2020-03-01 16:42:21,67.47,78.7,22.95,85,100,16.49,overcast clouds,0.0,0.0
453,Tevaitoa,PF,2020-03-01 16:42:22,-16.78,-151.5,81.43,82,100,25.21,light rain,1.81,0.0
454,Payyannur,IN,2020-03-01 16:42:22,12.1,75.2,82.4,78,40,2.24,haze,0.0,0.0
455,Omboue,GA,2020-03-01 16:42:22,-1.57,9.26,78.55,89,66,6.2,light rain,1.19,0.0
456,Codrington,AU,2020-03-01 16:42:22,-38.27,141.97,56.98,70,70,23.91,light rain,0.12,0.0
457,Dargaville,NZ,2020-03-01 16:42:22,-35.93,173.88,66.51,83,100,5.08,overcast clouds,0.0,0.0
458,San Patricio,MX,2020-03-01 16:42:23,19.22,-104.7,82.4,74,5,6.93,clear sky,0.0,0.0
459,Kaspiyskiy,RU,2020-03-01 16:42:23,45.39,47.37,38.91,68,100,6.13,overcast clouds,0.0,0.0
460,Rehoboth,NA,2020-03-01 16:42:23,-23.32,17.08,68.76,70,87,13.31,overcast clouds,0.0,0.0
461,Aldan,RU,2020-03-01 16:42:23,58.6,125.39,-3.71,99,100,3.69,light snow,0.0,0.13
462,Road Town,VG,2020-03-01 16:42:16,18.42,-64.62,82.4,65,20,6.93,few clouds,0.0,0.0
463,Ca Mau,VN,2020-03-01 16:42:24,9.18,105.15,72.84,95,100,3.13,overcast clouds,0.0,0.0
464,Leticia,CO,2020-03-01 16:42:24,-4.22,-69.94,80.6,94,75,4.7,light rain,0.0,0.0
465,Lata,PT,2020-03-01 16:42:25,40.16,-8.33,61.0,93,75,14.99,broken clouds,0.0,0.0
466,Honiara,SB,2020-03-01 16:42:25,-9.43,159.95,78.8,100,20,2.24,few clouds,0.0,0.0
467,Kedrovyy,RU,2020-03-01 16:42:26,56.17,91.82,6.8,84,56,4.07,broken clouds,0.0,0.0
